MCPV_ID	MCPV_KODAS	MCPV_PAV	pirk_obj_objt_id	kategorija	MCPV_VERSIJA
5741	36674100-7	Cigarečių žiebtuvėliai	1		1
5742	36674200-8	Piroforiniai lydiniai	1		1
5743	36674300-9	Degtukai	1		1
5744	36674400-0	Žiebtuvėlių užpildymo dujos	1		1
5745	36674500-1	Pirotechnika	1		1
5746	36674600-2	Žvakės	1		1
5747	36675000-3	Reikmenys plaukams	1		1
5748	36675100-4	Šukos	1		1
5749	36675200-5	Perukai	1		1
5750	36680000-1	Kareivinių reikmenys	1		1
5751	36700000-8	Vartojimo reikmenys ir plataus vartojimo prekės	1		1
5752	36710000-1	Vartojimo reikmenys	1		1
5753	36711000-8	Rinkiniai bandymams atlikti	1		1
5754	36712000-5	Filtrai	1		1
5755	36712100-6	Filtrų kasetės	1		1
5756	36712200-7	Susidėvinčios dalys	1		1
5757	36713000-2	Higieniniai reikmenys	1		1
5758	36720000-4	Neapmokestinamos prekės	1		1
5759	36730000-7	Vienkartinio naudojimo prekės	1		1
5760	36731000-4	Vienkartinio naudojimo gaminiai	1		1
5761	36731100-5	Prezervatyvai	1		1
5762	36731200-6	Asmeninio naudojimo reikmenys	1		1
5763	36800000-9	Amatų ir meno reikmenys	1		1
5764	36810000-2	Amatų reikmenys	1		1
5765	36820000-5	Meno reikmenys	1		1
5766	36821000-2	Dailininko teptukai	1		1
5767	36822000-9	Braižybai skirti plunksnakočiai	1		1
5768	36822100-0	Spalvotieji pieštukai	1		1
5769	36822200-1	Angliniai pieštukai	1		1
5770	36822300-2	Kreidelės	1		1
5771	36822400-3	Pastelės	1		1
5772	36900000-0	Specialios paskirties produktai	1		1
5773	36910000-3	Policijos įranga	1		1
5774	36911000-0	Šaudymo treniruočių taikiniai	1		1
5775	36912000-7	Įranga riaušėms malšinti	1		1
5776	36920000-6	Gaminiai iš antrinių žaliavų	1		1
5777	36930000-9	Apsaugos prietaisai	1		1
5778	36931000-6	Apsaugos įtaisai	1		1
5779	36932000-3	Apsaugos maišeliai dokumentams ir vertybėms	1		1
5780	36933000-0	Plombos	1		1
5781	36934000-7	Žymėjimo kortelės	1		1
5782	36940000-2	Gyvūnų ausų įsagai	1		1
5783	36941000-9	Galvijų augų įsagai	1		1
5784	36950000-5	Komposto dėžės	1		1
5785	36960000-8	Žetonai	1		1
5786	36970000-1	Dažų purškimo kabinos	1		1
5787	36980000-4	Orientaciniai žieminiai stulpeliai	1		1
5788	37000000-8	Perdirbti skirtos antrinės žaliavos	1		1
5789	37100000-9	Perdirbti skirtos antrinės metalų žaliavos	1		1
5790	37200000-0	Perdirbti skirtos antrinės ne metalų žaliavos	1		1
5791	40000000-2	Elektra, dujos, branduolinė energija ir kuras, garas, karštas vanduo bei kiti energijos šaltiniai	1		1
5792	40100000-3	Elektra	1		1
5793	40200000-4	Pramoninės dujos	1		1
5794	40210000-7	Akmens anglių ar panašios dujos	1		1
5795	40220000-0	Dujotiekio dujos	1		1
5796	40300000-5	Garas, karštas vanduo ir kiti su jais susiję produktai	1		1
5797	40310000-8	Karštas vanduo	1		1
5798	40320000-1	Garas	1		1
5799	40330000-4	Centralizuotas šilumos tiekimas	1		1
5800	40340000-7	Šilumos tiekimas dideliais atstumais	1		1
5801	40400000-6	Saulės energija	1		1
5802	40410000-9	Saulės  paneliai	1		1
5803	40411000-6	Saulės kolektoriai šilumai gaminti	1		1
5804	40412000-3	Saulės fotovoltiniai moduliai	1		1
5805	40420000-2	Saulės energijos įranga	1		1
5806	40500000-7	Branduolinis kuras	1		1
5807	40510000-0	Uranas	1		1
5808	40520000-3	Plutonis	1		1
5809	40530000-6	Radioaktyviosios  medžiagos	1		1
5810	40540000-9	Radioaktyvieji  izotopai	1		1
5811	41000000-9	Surinktas ir išvalytas	1		1
5812	41100000-0	Natūralus vanduo	1		1
5813	41110000-3	Geriamasis vanduo	1		1
5814	41120000-6	Negeriamas vanduo	1		1
5815	45000000-7	Statybos darbai	3		1
5816	45100000-8	Statybvietės parengimo darbai	3		1
5817	45110000-1	Pastatų griovimo ir ardymo bei žemės perstūmos darbai	3		1
5818	45111000-8	Griovimo, statybvietės parengimo ir valymo darbai	3		1
5819	45111100-9	Griovimo darbai	3		1
5820	45111200-0	Statybvietės parengimo ir valymo darbai	3		1
5821	45111210-3	Sprogdinimo ir su juo susijusio uolienų šalinimo darbai	3		1
5822	45111211-0	Sprogdinimo darbai	3		1
5823	45111212-7	Uolienų šalinimo darbai	3		1
5824	45111213-4	Statybvietės valymo darbai	3		1
5825	45111214-1	Valymo darbai po sprogdinimo	3		1
5826	45111220-6	Krūmynų šalinimo darbai	3		1
5827	45111230-9	Grunto stabilizavimo darbai	3		1
5828	45111240-2	Grunto drenažo darbai	3		1
5829	45111250-5	Grunto tyrimo darbai	3		1
5830	45111260-8	Aikštelės parengimas kasybai	3		1
5831	45111290-7	Pirminiai paslaugų darbai	3		1
5832	45111291-4	Statybvietės eksploatavimo darbai	3		1
5833	45112000-5	Kasimo ir žemės perstūmos darbai	3		1
5834	45112100-6	Griovių kasimo darbai	3		1
5835	45112200-7	Dirvožemio nuėmimo darbai	3		1
5836	45112210-0	Viršutinės dirvožemio dangos nuėmimo darbai	3		1
5837	45112300-8	Užpylimo ir  melioracijos darbai	3		1
5838	45112310-1	Užpylimo darbai	3		1
5839	45112320-4	Melioracijos darbai	3		1
5840	45112330-7	Statybvietės atnaujinimo darbai	3		1
5841	45112340-0	Dirvožemio deaktyvacijos darbai	3		1
5842	45112350-3	Dykviečių įsisavinimas	3		1
5843	45112400-9	Kasimo darbai	3		1
5844	45112410-2	Kapų kasimo darbai	3		1
5845	45112420-5	Rūsių kasimo darbai	3		1
5846	45112440-1	Šlaitų terasavimas	3		1
5847	45112441-8	Terasavimo darbai	3		1
5848	45112450-4	Kasinėjimo darbai archeologinėse vietovėse	3		1
5849	45112500-0	Žemės perstūmos darbai	3		1
5850	45112600-1	Žemės nuėmimas ir užpylimas	3		1
5851	45112700-2	Kraštovaizdžio darbai	3		1
5852	45112710-5	Kraštovaizdžio darbai žaliosiose zonose	3		1
5853	45112711-2	Kaštovaizdžio darbai parkuose	3		1
5854	45112712-9	Kaštovaizdžio darbai soduose	3		1
5855	45112713-6	Kaštovaizdžio darbai soduose, esančiose pastato viršuje	3		1
5856	45112714-3	Kaštovaizdžio darbai kapinėse	3		1
5857	45112720-8	Kraštovaizdžio darbai sporto aikštelėse or poilsio zonose	3		1
5858	45112721-5	Kraštovaizdžio darbai golfo aikštynuose	3		1
5859	45112722-2	Kraštovaizdžio darbai jojimo zonose	3		1
5860	45112723-9	Kaštovaizdžio darbai žaidimų aikštelėse	3		1
5861	45112730-1	Kraštovaizdžio darbai keliuose ir automagistralėse	3		1
5862	45112740-4	Kaštovaizdžio darbai oro uostuose	3		1
5863	45113000-2	Statybvietės darbai	3		1
5864	45120000-4	Bandomieji gręžimo ir gręžinių darbai	3		1
5865	45121000-1	Bandomieji  gręžimo darbai	3		1
5866	45122000-8	Bandomieji gręžinių darbai	3		1
5867	45200000-9	Visi ar daliniai statybos ir civilinės inžinerijos darbai	3		1
5868	45210000-2	Pastatų statybos darbai	3		1
5869	45211000-9	Daugiabučių ir individualių namų statybos darbai	3		1
5870	45211100-0	Namų statybos darbai	3		1
5871	45211200-1	Prieglaudos	3		1
5872	45211300-2	Namai	3		1
5873	45211310-5	Vonios kambariai	3		1
5874	45211320-8	Priebučiai	3		1
5875	45211340-4	Daugiabučiai pastatai	3		1
5876	45211341-1	Butai	3		1
5877	45211350-7	Daugiafunkciniai pastatai	3		1
5878	45211360-0	Miestų plėtra	3		1
5879	45212000-6	Laisvalaikio, sporto, kultūros, laikino apsigyvenimo pastatų bei restoranų statybos darbai	3		1
5880	45212100-7	Laisvalaikio objektų statybos darbai	3		1
5881	45212110-0	Laisvalaikio centrai	3		1
5882	45212120-3	Teminiai pramogų parkai	3		1
5883	45212130-6	Pramogų parkai	3		1
5884	45212140-9	Poilsio įranga	3		1
5885	45212150-2	Kinas	3		1
5886	45212160-5	Kazino	3		1
5887	45212170-8	Pramoginės paskirties pastatai	3		1
5888	45212171-5	Pramogų centrai	3		1
5889	45212172-2	Poilsio centrai	3		1
5890	45212180-1	Bilietų kasos	3		1
5891	45212190-4	Nuo saulės apsaugantys statiniai	3		1
5892	45212200-8	Sporto objektų statybos darbai	3		1
5893	45212210-1	Vienos paskirties sporto statiniai	3		1
5894	45212211-8	Čiuožykla	3		1
5895	45212212-5	Plaukimo baseino statybos darbai	3		1
5896	45212220-4	Universalūs sporto statiniai	3		1
5897	45212221-1	Su sporto aikštelių statiniais susiję statybos darbai	3		1
5898	45212222-8	Gimnastikos salės	3		1
5899	45212223-5	Žiemos sporto statiniai	3		1
5900	45212224-2	Stadionas	3		1
5901	45212225-9	Sporto salė	3		1
5902	45212290-5	Remonto ir priežiūros darbai, susiję su sporto statiniais	3		1
5903	45212300-9	Meno ir kultūros pastatų statybos darbai	3		1
5904	45212310-2	Su parodomis susijusių pastatų statybos darbai	3		1
5905	45212311-9	Meno galerija	3		1
5906	45212312-6	Parodų centras	3		1
5907	45212313-3	Muziejus	3		1
5908	45212320-5	Pastatų, skirtų meno pasirodymams, statybos darbai	3		1
5909	45212321-2	Auditorijos	3		1
5910	45212322-9	Teatras	3		1
5911	45212330-8	Biblioteka	3		1
5912	45212331-5	Multimedijos biblioteka	3		1
5913	45212340-1	Paskaitų salė	3		1
5914	45212350-4	Ypatingos istorinės ir architektūrinės reikšmės pastatai	3		1
5915	45212351-1	Priešistorinis paminklas	3		1
5916	45212352-8	Pramoninis paminklas	3		1
5917	45212353-5	Rūmai	3		1
5918	45212354-2	Pilis	3		1
5919	45212360-7	Religinės paskirties pastatai	3		1
5920	45212361-4	Bažnyčia	3		1
5921	45212400-0	Restoranų ir apgyvendinimui skirti pastatai	3		1
5922	45212410-3	Laikino apsigyvenimo pastatų statybos darbai	3		1
5923	45212411-0	Viešbutis	3		1
5924	45212412-7	Bendrabutis	3		1
5925	45212413-4	Trumpalaikis apgyvendinimas	3		1
5926	45212420-6	Restoranų ir panašių objektų statybos darbai	3		1
5927	45212421-3	Restoranas	3		1
5928	45212422-0	Valgykla	3		1
5929	45212423-7	Kavinė	3		1
5930	45213000-3	Prekybos, sandėliavimo ir pramoninių pastatų bei pastatų, susijusių su transportu, statybos darbai	3		1
5931	45213100-4	Prekybos pastatų statybos darbai	3		1
5932	45213110-7	Parduotuvių pastatai	3		1
5933	45213111-4	Prekybos centras	3		1
5934	45213112-1	Parduotuvės padaliniai	3		1
5935	45213120-0	Paštas	3		1
5936	45213130-3	Bankas	3		1
5937	45213140-6	Turgus	3		1
5938	45213141-3	Turgus su stogu	3		1
5939	45213142-0	Turgus po atviru dangumi	3		1
5940	45213150-9	Biurų blokas	3		1
5941	45213200-5	Sandėlių ir pramoninių pastatų statybos darbai	3		1
5942	45213210-8	Šaldymo sandėlių įranga	3		1
5943	45213220-1	Sandėlių statybos darbai	3		1
5944	45213221-8	Sandėlio tipo parduotuvės	3		1
5945	45213230-4	Skerdykla	3		1
5946	45213240-7	Žemės ūkio pastatai	3		1
5947	45213241-4	Daržinė	3		1
5948	45213242-1	Karvidės	3		1
5949	45213250-0	Pramoninių pastatų statybos darbai	3		1
5950	45213251-7	Pramoniniai blokai	3		1
5951	45213252-4	Dirbtuvės	3		1
5952	45213300-6	Su transportu susiję pastatai	3		1
5953	45213310-9	Su kelių transportu susijusių pastatų statybos darbai	3		1
5954	45213311-6	Autobusų stotis	3		1
5955	45213312-3	Automobilių stovėjimo pastatas	3		1
5956	45213313-0	Degalinių zonos pastatas	3		1
5957	45213314-7	Autobusų garažas	3		1
5958	45213320-2	Su geležinkelio transportu susijusių pastatų statybos darbai	3		1
5959	45213321-9	Geležinkelio stotis	3		1
5960	45213322-6	Geležinkelio terminalo pastatas	3		1
5961	45213330-5	Su oro transportu susijusių pastatų statybos darbai	3		1
5962	45213331-2	Oro uosto pastatai	3		1
5963	45213332-9	Oro uosto valdymo bokštas	3		1
5964	45213340-8	Su vandens transportu susijusių pastatų statybos darbai	3		1
5965	45213341-5	Keltų terminalo pastatas	3		1
5966	45213342-2	Ro-ro terminalas	3		1
5967	45213350-1	Su įvairiomis transporto rūšimis susijusių pastatų statybos darbai	3		1
5968	45213351-8	Priežiūros angaras	3		1
5969	45213352-5	Techninės priežiūros depas	3		1
5970	45214000-0	Su mokymu ir moksliniais tyrimais susijusių pastatų statybos darbai	3		1
5971	45214100-1	Vaikų darželių pastatų statybos darbai	3		1
5972	45214200-2	Mokyklų statybos darbai	3		1
5973	45214210-5	Pradinė mokykla	3		1
5974	45214220-8	Vidurinė mokykla	3		1
5975	45214230-1	Specialioji mokykla	3		1
5976	45214300-3	Koledžų pastatų statybos darbai	3		1
5977	45214310-6	Profesinis koledžas	3		1
5978	45214320-9	Techninis koledžas	3		1
5979	45214400-4	Universiteto pastatų statybos darbai	3		1
5980	45214410-7	Politechnikumas	3		1
5981	45214420-0	Amfiteatrinė auditorija	3		1
5982	45214430-3	Kalbų laboratorija	3		1
5983	45214500-5	Aukštesniojo mokslo įstaigų statybos darbai	3		1
5984	45214600-6	Moksliniams tyrimams skirtų pastatų statybos darbai	3		1
5985	45214610-9	Laboratorijos pastatas	3		1
5986	45214620-2	Mokslinių tyrimų ir bandymo įranga	3		1
5987	45214630-5	Mokslinė įranga	3		1
5988	45214640-8	Meteorologijos stotys	3		1
5989	45214700-7	Universiteto bendrabučių statybos darbai	3		1
5990	45214800-8	Mokymo komplekso pastatas	3		1
5991	45215000-7	Su sveikatos priežiūra ir socialinėmis paslaugomis susijusių pastatų, krematoriumų ir viešųjų tualetų statybos darbai	3		1
5992	45215100-8	Su sveikatos apsauga susijusių pastatų statybos darbai	3		1
5993	45215110-1	Sveikatingumo centras	3		1
5994	45215120-4	Specialiosios medicininės paskirties pastatas	3		1
5995	45215130-7	Klinika	3		1
5996	45215140-0	Ligoninės patalpos	3		1
5997	45215141-7	Operacinė	3		1
5998	45215142-4	Intensyviosios terapijos skyrius	3		1
5999	45215143-1	Diagnostinio patikrinimo kabinetas	3		1
6000	45215144-8	Sveikatos tikrinimo kabinetai	3		1
6001	45215145-5	Fluorografijos kabinetas	3		1
6002	45215146-2	Patologijos kabinetas	3		1
6003	45215147-9	Teismo medicinos kabinetas	3		1
6004	45215148-6	Kateterių procedūrų kabinetas	3		1
6005	45215200-9	Socialinėms paslaugoms skirtų pastatų statybos darbai	3		1
6006	45215210-2	Subsidijuojamojo būsto statybos darbai	3		1
6007	45215212-6	Senelių namai	3		1
6008	45215213-3	Slaugos namai	3		1
6009	45215214-0	Gyvenamieji namai	3		1
6010	45215215-7	Vaikų namai	3		1
6011	45215220-5	Socialinės paskirties pastatų, išskyrus subsidijuojamąjį būstą, statybos darbai	3		1
6012	45215221-2	Dienos priežiūros centras	3		1
6013	45215222-9	Miesto administracinis centras	3		1
6014	45215300-0	Krematoriumų statybos darbai	3		1
6015	45215400-1	Su kapinėmis susiję darbai	3		1
6016	45215500-2	Viešieji tualetai	3		1
6017	45215510-5	Viešųjų tualetų remontas ir priežiūra	3		1
6018	45216000-4	Su teisėtvarka arba avarinėmis tarnybomis susijusių pastatų bei karinių pastatų statybos darbai	3		1
6019	45216100-5	Su teisėtvarka arba avarinėmis tarnybomis susijusių pastatų statybos darbai	3		1
6020	45216110-8	Su teisėtvarka susijusių pastatų statybos darbai	3		1
6021	45216111-5	Policijos nuovada	3		1
6022	45216112-2	Teismo pastatas	3		1
6023	45216113-9	Kalėjimo pastatas	3		1
6024	45216114-6	Parlamento ir viešųjų susirinkimų pastatai	3		1
6025	45216120-1	Su avarinėmis tarnybomis susijusių pastatų statybos darbai	3		1
6026	45216121-8	Gaisrinė	3		1
6027	45216122-5	Greitosios pagalbos stotis	3		1
6028	45216123-2	Kalnų gelbėjimo tarnybos pastatas	3		1
6029	45216124-9	Gelbėjimo valčių stotis	3		1
6030	45216125-6	Avarinių tarnybų pastatas	3		1
6031	45216126-3	Pakrančių apsaugos tarnybos pastatas	3		1
6032	45216127-0	Gelbėjimo tarnybos stotis	3		1
6033	45216128-7	Švyturys	3		1
6034	45216200-6	Karinių pastatų ir įrangos statybos darbai	3		1
6035	45216210-9	Kariuomenės valgykla	3		1
6036	45216220-2	Karinis bunkeris	3		1
6037	45216230-5	Karinė slėptuvė	3		1
6038	45216240-8	Kareivinės	3		1
6039	45220000-5	Inžinerijos ir statybos darbai	3		1
6040	45221000-2	Tiltų ir tunelių, šachtų, požeminių perėjų ir metro statybos darbai	3		1
6041	45221100-3	Tiltų statybos darbai	3		1
6042	45221110-6	Tiltas	3		1
6043	45221111-3	Važiuojamasis tiltas	3		1
6044	45221112-0	Geležinkelio tiltas	3		1
6045	45221113-7	Pėsčiųjų tiltas	3		1
6046	45221114-4	Metalinių tiltų statybos darbai	3		1
6047	45221115-1	Plieninių tiltų statybos darbai	3		1
6048	45221117-5	Tiltinės svarstyklės	3		1
6049	45221118-2	Vamzdynų tiltas	3		1
6050	45221119-9	Tiltų atnaujinimas	3		1
6051	45221120-9	Viadukas	3		1
6052	45221121-6	Kelio viadukas	3		1
6053	45221122-3	Geležinkelio viadukas	3		1
6054	45221200-4	Tunelių, šachtų, požeminių perėjų ir metro statybos darbai	3		1
6055	45221210-7	Uždengtos ar iš dalies uždengtos iškasos	3		1
6056	45221211-4	Tunelis po keliu ar geležinkeliu	3		1
6057	45221213-8	Uždengtos ar iš dalies uždengtos geležinkelio iškasos	3		1
6058	45221214-5	Uždengtos ar iš dalies uždengtos kelių iškasos	3		1
6059	45221220-0	Pralaidos	3		1
6060	45221230-3	Šachtos	3		1
6061	45221240-6	Tunelių statybos darbai	3		1
6062	45221241-3	Kelio tunelis	3		1
6063	45221242-0	Geležinkelio tunelis	3		1
6064	45221243-7	Pėsčiųjų tunelis	3		1
6065	45221244-4	Kanalo tunelis	3		1
6066	45221245-1	Tunelis po upe	3		1
6067	45221246-8	Tunelis po jūros dugnu	3		1
6068	45221247-5	Tunelių statybos darbai	3		1
6069	45221248-2	Tunelio ramsčiai	3		1
6070	45221250-9	Požeminiai statiniai, išskyrus tunelius, šachtas, požemines perėjas ir metro	3		1
6071	45222000-9	Inžinerinių statinių, išskyrus tunelius, šachtas, požemines perėjas ir metro, statybos darbai	3		1
6072	45222100-0	Atliekų apdorojimo įmonė	3		1
6073	45222110-3	Atliekų šalinimo vieta	3		1
6074	45222200-1	Karinės paskirties objektų statybos darbai	3		1
6075	45222210-4	Karinės  paskirties objektų inžinerijos darbai	3		1
6076	45223000-6	Konstrukcijos	3		1
6077	45223100-7	Metalo konstrukcijų surinkimas	3		1
6078	45223110-0	Metalo konstrukcijų montavimas	3		1
6079	45223200-8	Statiniai iš konstrukcijų	3		1
6080	45223210-1	Metalo statiniai iš konstrukcijų	3		1
6081	45223220-4	Karkasinių konstrukcijų statymas	3		1
6082	45223300-9	Automobilių stovėjimo aikštelė	3		1
6083	45223310-2	Požeminė automobilių stovėjimo aikštelė	3		1
6084	45223320-5	Stovėjimo aikštelė automobiliams palikti miesto prieigose	3		1
6085	45223400-0	Radarų stotis	3		1
6086	45223500-1	Gelžbetonio konstrukcijos	3		1
6087	45223600-2	Šuns būdos	3		1
6088	45223700-3	Paslaugų zona	3		1
6089	45223710-6	Automagistralių paslaugų zona	3		1
6090	45223720-9	Benzino kolonėlės	3		1
6091	45223800-4	Surenkamųjų struktūrų surinkimas ir statymas	3		1
6092	45223810-7	Surenkamosios konstrukcijos	3		1
6093	45223820-0	Surenkamieji blokai ir komponentai	3		1
6094	45223821-7	Surenkamieji blokai	3		1
6095	45223822-4	Surenkamiei komponentai	3		1
6096	45230000-8	Vamzdynų, ryšių ir elektros energijos tiekimo linijų, greitkelių, kelių, aerodromų ir geležinkelių statybos darbai; plokščiosios konstrukcijos	3		1
6097	45231000-5	Vamzdynų, ryšių ir elektros energijos tiekimo linijų tiesimo darbai	3		1
6098	45231100-6	Bendrieji vamzdynų tiesimo darbai	3		1
6099	45231110-9	Vamzdžių klojimas	3		1
6100	45231111-6	Vamzdžių kėlimas ir keitimas	3		1
6101	45231112-3	Vamzdyno sistemos montavimas	3		1
6102	45231113-0	Vamzdžių keitimo darbai	3		1
6103	45231200-7	Naftotiekio ir dujotiekio tiesimo darbai	3		1
6104	45231210-0	Naftotiekio tiesimo darbai	3		1
6105	45231220-3	Dujotiekio tiesimo darbai	3		1
6106	45231221-0	Centrinis dujotiekis	3		1
6107	45231222-7	Dujų rezervuarų statymas	3		1
6108	45231223-4	Pagalbiniai dujų paskirstymo darbai	3		1
6109	45231300-8	Vandentiekio ir kanalizacijos tiesimo darbai	3		1
6110	45231400-9	Elektros energijos tiekimo linijų tiesimo darbai	3		1
6111	45231500-0	Suspausto oro vamzdynų tiesimo darbai	3		1
6112	45231510-3	Suspausto oro vamzdynų tiesimo darbai pašto siuntimo sistemai	3		1
6113	45231600-1	Ryšių linijų tiesimo darbai	3		1
6114	45232000-2	Pagalbiniai vamzdynų ir kabelių klojimo darbai	3		1
6115	45232100-3	Pagalbiniai vandentiekio tiesimo darbai	3		1
6116	45232120-9	Drėkinimo darbai	3		1
6117	45232121-6	Drėkinimo vamzdynas	3		1
6118	45232130-2	Lietaus vandens vamzdynas	3		1
6119	45232140-5	Centralizuoto šilumos tiekimo vamzdžiai	3		1
6120	45232141-2	Šildymo darbai	3		1
6121	45232142-9	Šiluminis mazgas	3		1
6122	45232150-8	Darbai, susiję su vandens paskirstymo vamzdynais	3		1
6123	45232151-5	Centrinio vandentiekio atnaujinimas	3		1
6124	45232152-2	Siurblinė	3		1
6125	45232153-9	Vandens objektų statybos darbai	3		1
6126	45232200-4	Pagalbiniai elektros energijos tiekimo linijų tiesimo darbai	3		1
6127	45232210-7	Antžeminių linijų tiesimas	3		1
6128	45232220-0	Pastotė	3		1
6129	45232221-7	Transformatorinė	3		1
6130	45232300-5	Telefono ir ryšių linijų tiesimo bei pagalbiniai darbai	3		1
6131	45232310-8	Telefono linijų tiesimo darbai	3		1
6132	45232311-5	Pakelės avarinio telefono ryšio linijos	3		1
6133	45232320-1	Kabelinio transliavimo linijos	3		1
6134	45232330-4	Antenų statymas	3		1
6135	45232331-1	Pagalbiniai transliavimo darbai	3		1
6136	45232332-8	Pagalbiniai telekomunikacijų darbai	3		1
6137	45232340-7	Judriojo telefono ryšio bazinės stotys	3		1
6138	45232400-6	Kanalizacijos vamzdynų klojimo darbai	3		1
6139	45232410-9	Kanalizacijos darbai	3		1
6140	45232411-6	Nešvaraus vandens vamzdynai	3		1
6141	45232420-2	Su nuotekomis susiję darbai	3		1
6142	45232421-9	Nuotekų valymo įrenginiai	3		1
6143	45232422-6	Dumblo valymo įrenginiai	3		1
6144	45232423-3	Nuotekų siurblinės	3		1
6145	45232424-0	Valyklų ištekamieji vamzdžiai	3		1
6146	45232430-5	Vandens valymo įrenginiai	3		1
6147	45232431-2	Nešvaraus vandens siurblinė	3		1
6148	45232440-8	Kanalizacijos  vamzdžių klojimo darbai	3		1
6149	45232450-1	Drenažo statybos darbai	3		1
6150	45232451-8	Drenažo ir paviršiaus darbai	3		1
6151	45232452-5	Drenažo darbai	3		1
6152	45232453-2	Nuotekų vamzdžiai	3		1
6153	45232460-4	Sanitariniai įrenginiai	3		1
6154	45232470-7	Atliekų skirstymo stotis	3		1
6155	45233000-9	Greitkelių, kelių tiesimo, jų pamatų ir dangos klojimo darbai	3		1
6156	45233100-0	Greitkelių, kelių tiesimo darbai	3		1
6157	45233110-3	Automagistralių tiesimo darbai	3		1
6158	45233120-6	Kelių tiesimo darbai	3		1
6159	45233121-3	Pagrindinių kelių tiesimo darbai	3		1
6160	45233122-0	Žiedinis kelias	3		1
6161	45233123-7	Nepagrindinis kelias	3		1
6162	45233124-4	Magistralinis kelias	3		1
6163	45233125-1	Kelių sankirta	3		1
6164	45233126-8	Skirtingų lygių kelių sankirta	3		1
6165	45233127-5	T formos sankryža	3		1
6166	45233128-2	Žiedas	3		1
6167	45233129-9	Sankryža	3		1
6168	45233130-9	Greitkelių tiesimo darbai	3		1
6169	45233131-6	Estakadų tiesimo darbai	3		1
6170	45233139-3	Greitkelių priežiūros darbai	3		1
6171	45233140-2	Kelio darbai	3		1
6172	45233141-9	Kelių priežiūros darbai	3		1
6173	45233142-6	Kelių remonto darbai	3		1
6174	45233144-0	Viadukas	3		1
6175	45233150-5	Eismo mažinimo įrenginiai	3		1
6176	45233160-8	Takai ir kiti skalda dengti paviršiai	3		1
6177	45233161-5	Pėsčiųjų takas	3		1
6178	45233162-2	Dviračių takas	3		1
6179	45233200-1	Įvairūs dangos darbai	3		1
6180	45233210-4	Greitkelių dangos darbai	3		1
6181	45233220-7	Kelių dangos darbai	3		1
6182	45233221-4	Kelių dangos žymėjimo darbai	3		1
6183	45233222-1	Grindimo darbai	3		1
6184	45233223-8	Važiuojamosios dalies dangos keitimas	3		1
6185	45233224-5	Dviejų juostų važiuojamoji dalis	3		1
6186	45233225-2	Vienos juostos važiuojamoji dalis	3		1
6187	45233226-9	Privažiavimo kelias	3		1
6188	45233227-6	Greitkelio įvažiuojamasis arba išvažiuojamasis kelias	3		1
6189	45233228-3	Paviršiaus danga	3		1
6190	45233229-0	Bordiūrų priežiūros darbai	3		1
6191	45233250-6	Dangos, išskyrus kelių dangą, darbai	3		1
6192	45233251-3	Dangos keitimo darbai	3		1
6193	45233252-0	Gatvių dangos darbai	3		1
6194	45233253-7	Pėsčiųjų takų dangos darbai	3		1
6195	45233260-9	Pėsčiųjų keliai	3		1
6196	45233261-6	Pėsčiųjų tiltas	3		1
6197	45233262-3	Pėsčiųjų zona	3		1
6198	45233270-2	Automobilių stovėjimo aikštelių dangos žymėjimo darbai	3		1
6199	45233280-5	Kelio užtvarų statymas	3		1
6200	45233290-8	Kelio ženklų montavimas	3		1
6201	45233291-5	Užtvarinių stulpelių statymas	3		1
6202	45233292-2	Saugos įrenginių montavimas	3		1
6203	45233293-9	Gatvės įrenginių montavimas	3		1
6204	45233294-6	Kelio ženklų montavimas	3		1
6205	45233300-2	Greitkelių, kelių, gatvių ir pėsčiųjų takų pamatų klojimo darbai	3		1
6206	45233310-5	Greitkelių pamatų klojimo darbai	3		1
6207	45233320-8	Kelių pamatų klojimo darbai	3		1
6208	45233330-1	Gatvių pamatų klojimas	3		1
6209	45233340-4	Pėsčiųjų takų pamatų klojimas	3		1
6210	45234000-6	Geležinkelių ir funikulierių transporto sistemų statybos darbai	3		1
6211	45234100-7	Geležinkelių tiesimo darbai	3		1
6212	45234110-0	Tarpmiestinių geležinkelių tiesimo darbai	3		1
6213	45234111-7	Miesto geležinkelis	3		1
6214	45234112-4	Geležinkelio depas	3		1
6215	45234113-1	Bėgių išardymas	3		1
6216	45234114-8	Geležinkelio pylimas	3		1
6217	45234115-5	Geležinkelio signalizicijos įrenginiai	3		1
6218	45234116-2	Bėgių tiesimo darbai	3		1
6219	45234120-3	Miesto geležinkelių tiesimo darbai	3		1
6220	45234121-0	Tramvajaus bėgių tiesimo darbai	3		1
6221	45234122-7	Požeminio geležinkelio tiesimo darbai	3		1
6222	45234123-4	Iš dalies požeminio geležinkelio tiesimo darbai	3		1
6223	45234124-1	Požeminio keleivinio geležinkelio transportas	3		1
6224	45234125-8	Požeminė geležinkelio stotis	3		1
6225	45234126-5	Tramvajaus linijų  tiesimo darbai	3		1
6226	45234127-2	Tramvajų depas	3		1
6227	45234128-9	Tramvajų platformos	3		1
6228	45234129-6	Miesto geležinkelio bėgių tiesimo darbai	3		1
6229	45234200-8	Lynų kelio transporto sistemos	3		1
6230	45234210-1	lynų kelio su kabinomis sistemos	3		1
6231	45234220-4	Slidininkų keltuvų statybos darbai	3		1
